subjectName,constructName,latex_formatted_question,question,latext_formatted_wrongAnswer,wrongAnswer,misconception,latex_formatted_wrongAnswer
Quadratic Equations,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,"Which option gives a correct substitution into the quadratic formula to solve the quadratic equation?

\(
3 x^{2}+2 x-5=0
\)",Which option gives a correct substitution into the quadratic formula to solve the quadratic equation?  3 x^2+2 x-5=0,,-2 ±√(2^2-4(3)(-5))/2(3),"1044    Misremembers the quadratic formula
Name: MisconceptionName, dtype: object",\( -2 \pm \frac{\sqrt{2^{2}-4(3)(-5)}}{2(3)} \)
Quadratic Equations,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,"Which option gives a correct substitution into the quadratic formula to solve the quadratic equation?

\(
3 x^{2}+2 x-5=0
\)",Which option gives a correct substitution into the quadratic formula to solve the quadratic equation?  3 x^2+2 x-5=0,\( 2 \pm \frac{\sqrt{2^{2}-4(3)(-5)}}{2(3)} \),2 ±√(2^2-4(3)(-5))/2(3),"1044    Misremembers the quadratic formula
Name: MisconceptionName, dtype: object",
Quadratic Equations,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,"Which option gives a correct substitution into the quadratic formula to solve the quadratic equation?

\(
3 x^{2}+2 x-5=0
\)",Which option gives a correct substitution into the quadratic formula to solve the quadratic equation?  3 x^2+2 x-5=0,\( \frac{2 \pm \sqrt{2^{2}-4(3)(-5)}}{2(3)} \),2 ±√(2^2-4(3)(-5))/2(3),"1044    Misremembers the quadratic formula
Name: MisconceptionName, dtype: object",
Multiplying and Dividing with Decimals,Divide two decimals with the same number of decimal places,"What should replace the star?
\(
0.3 \div \bigstar=1.2
\)",What should replace the star? 0.3 ÷=1.2,\( 4 \),4,"975    When solving an equation, multiplies instead o...
Name: MisconceptionName, dtype: object",
Multiplying and Dividing with Decimals,Divide two decimals with the same number of decimal places,"What should replace the star?
\(
0.3 \div \bigstar=1.2
\)",What should replace the star? 0.3 ÷=1.2,\( 0.9 \),0.9,"1134    When solving an equation, adds instead of divi...
Name: MisconceptionName, dtype: object",
Compound Area,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units","What is the area of this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 10 cm, 7 cm, 3 cm and 4 cm. Two sides are unlabelled]()","What is the area of this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 10 cm, 7 cm, 3 cm and 4 cm. Two sides are unlabelled]()",,840  cm^2,"71    Multiplies all given dimensions when calculati...
Name: MisconceptionName, dtype: object",\( 840 \mathrm{~cm}^{2} \)
Compound Area,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units","What is the area of this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 10 cm, 7 cm, 3 cm and 4 cm. Two sides are unlabelled]()","What is the area of this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 10 cm, 7 cm, 3 cm and 4 cm. Two sides are unlabelled]()",\( 52 \mathrm{~cm}^{2} \),52  cm^2,"1953    Makes an assumption about line segments being ...
Name: MisconceptionName, dtype: object",
Compound Area,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units","What is the area of this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 10 cm, 7 cm, 3 cm and 4 cm. Two sides are unlabelled]()","What is the area of this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled 10 cm, 7 cm, 3 cm and 4 cm. Two sides are unlabelled]()",\( 51 \mathrm{~cm}^{2} \),51  cm^2,"1148    Uses an incorrect side length when splitting a...
Name: MisconceptionName, dtype: object",
Expanding Double Brackets,Expand two brackets with linear terms in the form (ax + b)(cx + d),"Alison is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the 5p in the first bracket and the -3 in the second bracket.]()",Alison is expanding these two brackets.  What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the 5p in the first bracket and the -3 in the second bracket.](),\( +15 p \),+15 p,"974    Believes multiplying a positive by a negative ...
Name: MisconceptionName, dtype: object",
Expanding Double Brackets,Expand two brackets with linear terms in the form (ax + b)(cx + d),"Alison is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the 5p in the first bracket and the -3 in the second bracket.]()",Alison is expanding these two brackets.  What should she get when she multiplies the two terms indicated by the arrows? ![The two brackets are (5p-4)(2p-3). The arrows are pointing at the 5p in the first bracket and the -3 in the second bracket.](),\( +2 p \),+2 p,"2143    Adds instead of multiplying when expanding bra...
Name: MisconceptionName, dtype: object",
Multiplying and Dividing with Decimals,Multiply a decimal by an integer,"Work out:
\[
0.3 \times 12
\]",Work out:      0.3 × 12 ,,36,"189    When multiplying decimals, ignores place value...
Name: MisconceptionName, dtype: object",\( 36 \)
Multiplying and Dividing with Decimals,Multiply a decimal by an integer,"Work out:
\[
0.3 \times 12
\]",Work out:      0.3 × 12 ,\( 0.36 \),0.36,"1035    When multiplying a decimal less than 1 by an i...
Name: MisconceptionName, dtype: object",
Multiplying and Dividing with Decimals,Multiply a decimal by an integer,"Work out:
\[
0.3 \times 12
\]",Work out:      0.3 × 12 ,\( 0.036 \),0.036,"2187    When multiplying a decimal less than 1 by an i...
Name: MisconceptionName, dtype: object",
Factorising into a Double Bracket,Factorise a quadratic expression in the form x² + bx + c,Factorise \( x^{2}+15 x+36 \) Factorise \( x^{2}+15 x+36 \),Factorise x^2+15 x+36 Factorise x^2+15 x+36,,(x+4)(x+9) (x+4)(x+9),"1535    Believes that when factorising a quadratic, th...
Name: MisconceptionName, dtype: object",\( (x+4)(x+9) \) \( (x+4)(x+9) \)
Factorising into a Double Bracket,Factorise a quadratic expression in the form x² + bx + c,Factorise \( x^{2}+15 x+36 \) Factorise \( x^{2}+15 x+36 \),Factorise x^2+15 x+36 Factorise x^2+15 x+36,\( (x+1)(x+36) \) \( (x+1)(x+36) \),(x+1)(x+36) (x+1)(x+36),"1535    Believes that when factorising a quadratic, th...
Name: MisconceptionName, dtype: object",
Factorising into a Double Bracket,Factorise a quadratic expression in the form x² + bx + c,Factorise \( x^{2}+15 x+36 \) Factorise \( x^{2}+15 x+36 \),Factorise x^2+15 x+36 Factorise x^2+15 x+36,\( (x+7)(x+18) \) \( (x+7)(x+18) \),(x+7)(x+18) (x+7)(x+18),"418    Believes that when factorising a quadratic, th...
Name: MisconceptionName, dtype: object",
Properties of Polygons,Identify a kite from a description of the properties,Which of the following quadrilaterals could not be classified as a kite?,Which of the following quadrilaterals could not be classified as a kite?,,Square,"1740    Does not recognise the properties of a kite
Name: MisconceptionName, dtype: object",Square
Properties of Polygons,Identify a kite from a description of the properties,Which of the following quadrilaterals could not be classified as a kite?,Which of the following quadrilaterals could not be classified as a kite?,Rhombus,Rhombus,"1740    Does not recognise the properties of a kite
Name: MisconceptionName, dtype: object",
Properties of Polygons,Identify a kite from a description of the properties,Which of the following quadrilaterals could not be classified as a kite?,Which of the following quadrilaterals could not be classified as a kite?,None of them are kites,None of them are kites,"1370    Does not believe a shape can have two correct ...
Name: MisconceptionName, dtype: object",
Measuring Angles,Identify the number of degrees in fractions of a turn,How many degrees are there in \( 1 \frac{1}{4} \) full turns?,How many degrees are there in 1 1/4 full turns?,\( 385^{\circ} \),385^∘,"1257    Assumes a 1/4 of a whole is 25
Name: MisconceptionName, dtype: object",
Measuring Angles,Identify the number of degrees in fractions of a turn,How many degrees are there in \( 1 \frac{1}{4} \) full turns?,How many degrees are there in 1 1/4 full turns?,\( 125^{\circ} \),125^∘,"2    Believes there are 100 degrees in a full turn
Name: MisconceptionName, dtype: object",
Perpendicular Lines,Find a negative reciprocal,\( \frac{2}{5} \times \star=-1 \) What should replace the star?,2/5×⋆=-1 What should replace the star?,\( -\frac{2}{5} \),-2/5,"2271    When solving a problem that requires an invers...
Name: MisconceptionName, dtype: object",
"Rounding to the Nearest Whole (10, 100, etc)",Round non-integers to the nearest 10,What is \( \mathbf{9 9 9 . 9 9 9} \) rounded to the nearest ten?,What is 9 9 9 . 9 9 9 rounded to the nearest ten?,,990,"1379    Rounds down instead of up
Name: MisconceptionName, dtype: object",\( 990 \)
"Rounding to the Nearest Whole (10, 100, etc)",Round non-integers to the nearest 10,What is \( \mathbf{9 9 9 . 9 9 9} \) rounded to the nearest ten?,What is 9 9 9 . 9 9 9 rounded to the nearest ten?,\( 100 \),100,"1605    When rounding up from a 9, does not add one on...
Name: MisconceptionName, dtype: object",
"Rounding to the Nearest Whole (10, 100, etc)",Round non-integers to the nearest 10,What is \( \mathbf{9 9 9 . 9 9 9} \) rounded to the nearest ten?,What is 9 9 9 . 9 9 9 rounded to the nearest ten?,\( 900 \),900,"1379    Rounds down instead of up
Name: MisconceptionName, dtype: object",
Adding and Subtracting Fractions,Add proper fractions with different denominators where one is a multiple of the other,"Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",Calculate: 2/9+1/3,\( \frac{3}{12} \),3/12,"217    When adding fractions, adds the numerators and...
Name: MisconceptionName, dtype: object",
Adding and Subtracting Fractions,Add proper fractions with different denominators where one is a multiple of the other,"Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",Calculate: 2/9+1/3,\( \frac{3}{9} \),3/9,"1909    Does not consider the denominator when adding/...
Name: MisconceptionName, dtype: object",
Adding and Subtracting Fractions,Add proper fractions with different denominators where one is a multiple of the other,"Calculate:
\(
\frac{2}{9}+\frac{1}{3}
\)",Calculate: 2/9+1/3,\( \frac{1}{6} \),1/6,"234    Subtracts instead of adds
Name: MisconceptionName, dtype: object",
BIDMAS,Answer decimal problems that require the use of BIDMAS,"Tom and Katie are discussing the order of operations
Tom says: \( 0.1-0.2 \div 0.3 \equiv 0.1-(0.2 \div 0.3) \)
Katie says: \( 0.1-0.2 \div 0.3 \equiv 0.2 \div 0.3-0.1 \)
Who is correct?",Tom and Katie are discussing the order of operations Tom says: 0.1-0.2 ÷ 0.3 ≡ 0.1-(0.2 ÷ 0.3) Katie says: 0.1-0.2 ÷ 0.3 ≡ 0.2 ÷ 0.3-0.1 Who is correct?,"Only
Katie",Only Katie,"1507    Carries out operations from left to right rega...
Name: MisconceptionName, dtype: object",
